,rating,标题,评论详情,review,sentiment
4134,5.0,ios存在闪退，游戏十分好玩,"很好玩,很棒,给5颗星,好久没玩了,还是一样好玩我喜欢它留在手机里默默的享受,","ios存在闪退，游戏十分好玩，很好玩,很棒,给5颗星,好久没玩了,还是一样好玩我喜欢它留在手机里默默的享受,",1
4135,5.0,很棒强烈五星推荐，非常好玩的赤潮自走棋，一直赢，适合的赤潮自走棋，很方便很实用，太喜欢了，会一直支持的.,这个赤潮自走棋策略游戏我的最爱赢享全世界非常好玩儿的这类策略游戏我个人特别喜欢策略上下班地铁玩儿疯了,很棒强烈五星推荐，非常好玩的赤潮自走棋，一直赢，适合的赤潮自走棋，很方便很实用，太喜欢了，会一直支持的.，这个赤潮自走棋策略游戏我的最爱赢享全世界非常好玩儿的这类策略游戏我个人特别喜欢策略上下班地铁玩儿疯了,1
4136,5.0,很好玩的网游游戏策略，有点停不下来。棒棒哒很好玩的网游游戏策略，有点停不下来。比别的同类游戏要精致一些，这个热血PK游戏三大角色核但心玩法耐人寻味，棒，,太好玩了昨天下载的，特别有意思今天就上来评论了，因为我觉三得这款赤潮自走棋真心不错，感觉很有意思。快来一起玩吧。很好策略游戏!很实用,很好玩的网游游戏策略，有点停不下来。棒棒哒很好玩的网游游戏策略，有点停不下来。比别的同类游戏要精致一些，这个热血PK游戏三大角色核但心玩法耐人寻味，棒，，太好玩了昨天下载的，特别有意思今天就上来评论了，因为我觉三得这款赤潮自走棋真心不错，感觉很有意思。快来一起玩吧。很好策略游戏!很实用,1
4139,5.0,角色设计上还需改进,很多棋子长得太像了！！还是希望做的时候多加考量啊！,角色设计上还需改进，很多棋子长得太像了！！还是希望做的时候多加考量啊！,1
4141,1.0,language version,how do u change it to english？ is there a way ？,language version，how do u change it to english？ is there a way ？,0
4142,2.0,不均衡,麻烦各职业和英雄的概率均衡一点吧谢谢！有些英雄职业的概率也太低了吧，这样还怎么玩，想赢只能打那一套阵容,不均衡，麻烦各职业和英雄的概率均衡一点吧谢谢！有些英雄职业的概率也太低了吧，这样还怎么玩，想赢只能打那一套阵容,0
4143,1.0,？？？,还会说会提取每个玩家的意见？ 我发了好多遍 说是希望排位可以组队 然后呢 你和我说梦境模式可以组队了 呵呵,？？？，还会说会提取每个玩家的意见？ 我发了好多遍 说是希望排位可以组队 然后呢 你和我说梦境模式可以组队了 呵呵,0
4144,3.0,游戏体验略差,感觉新手进去，特别难玩，新手模式也不简单，创建房间加入的电脑，也贼难打。希望改进，让新手有逐步提升的过程，谢谢,游戏体验略差，感觉新手进去，特别难玩，新手模式也不简单，创建房间加入的电脑，也贼难打。希望改进，让新手有逐步提升的过程，谢谢,0
4145,3.0,匹配机制还需要改进 着随机并不随机,匹配机制问题很大啊 连胜血多的连续屠杀血少的 这是不是需要调整一下 后几名连续遇到前几就不给一点反抗机会 一波20血 两拨人没了,匹配机制还需要改进 着随机并不随机，匹配机制问题很大啊 连胜血多的连续屠杀血少的 这是不是需要调整一下 后几名连续遇到前几就不给一点反抗机会 一波20血 两拨人没了,0
4147,1.0,能玩？,别人20回合10人口天糊，再看看我，20回合都快死了，找什么什么都找不到，我玩你吗？你tm这棋子概率是不是贴图？啊？我tm忍不住又去打了俩把，这次cnm更过分，18回合三个三星？还带体系，我50块都没找到我要的，你不觉得有点太过分了？还能好好玩不？逼着人开G？,能玩？，别人20回合10人口天糊，再看看我，20回合都快死了，找什么什么都找不到，我玩你吗？你tm这棋子概率是不是贴图？啊？我tm忍不住又去打了俩把，这次cnm更过分，18回合三个三星？还带体系，我50块都没找到我要的，你不觉得有点太过分了？还能好好玩不？逼着人开G？,0
4148,5.0,五星的垃圾游戏,更新说三小时，推迟了快10小时。给你五星只是让人看到你是垃圾,五星的垃圾游戏，更新说三小时，推迟了快10小时。给你五星只是让人看到你是垃圾,1
4150,3.0,我的苹果6p总闪退能不能修复一下,我的苹果6p总闪退能不能修复一下我的苹果6p总闪退能不能修复一下我的苹果6p总闪退能不能修复一下我的苹果6p总闪退能不能修复一下,我的苹果6p总闪退能不能修复一下，我的苹果6p总闪退能不能修复一下我的苹果6p总闪退能不能修复一下我的苹果6p总闪退能不能修复一下我的苹果6p总闪退能不能修复一下,0
4151,5.0,好玩！,很好玩！我和男朋友都很喜欢玩！听说PC端有Lol版本的自走棋，不知道App什么时候可以出呢,好玩！，很好玩！我和男朋友都很喜欢玩！听说PC端有Lol版本的自走棋，不知道App什么时候可以出呢,1
4153,1.0,不能后台,眼看就要吃鸡，玩着网络差也结束游戏，后台也结束游戏，卸载了,不能后台，眼看就要吃鸡，玩着网络差也结束游戏，后台也结束游戏，卸载了,0
4157,2.0,网络连接是硬伤,一直显示要更新 却又更新不了 链接有问题 老是掉线,网络连接是硬伤，一直显示要更新 却又更新不了 链接有问题 老是掉线,0
4158,1.0,闪退闪退闪退,一把游戏闪退六七次，每次重连没多久又闪退，游戏体验怎么能好起来，糟心,闪退闪退闪退，一把游戏闪退六七次，每次重连没多久又闪退，游戏体验怎么能好起来，糟心,0
4159,1.0,很少在评论里骂人但是这次忍不住了,cnm哥布林是杀了nim吧 我开始升到十级只出了五个哥布林到死二十多个回合就一个二星 第二把我不升级拿钱去刷还是不出哥布林cnm玩nm啊还,很少在评论里骂人但是这次忍不住了，cnm哥布林是杀了nim吧 我开始升到十级只出了五个哥布林到死二十多个回合就一个二星 第二把我不升级拿钱去刷还是不出哥布林cnm玩nm啊还,0
4160,5.0,坚持创新,创新才能再第一梯队长存 多学习堡垒的创新 发掘新的细节和盈利点 看好你们,坚持创新，创新才能再第一梯队长存 多学习堡垒的创新 发掘新的细节和盈利点 看好你们,1
4161,4.0,很好的自走棋游戏,画质和特效 比较流畅 画风也很能接受 美中不足的是一局时间有点长 应该尽量压缩一下,很好的自走棋游戏，画质和特效 比较流畅 画风也很能接受 美中不足的是一局时间有点长 应该尽量压缩一下,1
4163,1.0,为什么进去老让跟新可出来以后一直还是打开,进去让跟新弹出app商城没有跟新只有打开，你们开发的还能懒点吗,为什么进去老让跟新可出来以后一直还是打开，进去让跟新弹出app商城没有跟新只有打开，你们开发的还能懒点吗,0
4165,5.0,游戏很好，一局时间过长,游戏很好，如果要挑两个问题的话也有。一是部分人物模型真的不好看。二是一局游戏时间太长了。可以有一些改变，比如打野的前几波适当压缩，比如战斗过程可以稍微加速。整体是好游戏。,游戏很好，一局时间过长，游戏很好，如果要挑两个问题的话也有。一是部分人物模型真的不好看。二是一局游戏时间太长了。可以有一些改变，比如打野的前几波适当压缩，比如战斗过程可以稍微加速。整体是好游戏。,1
4166,5.0,有问题求处理,进游戏让我更新，点了确定更新，跳到商店，显示让我打开游戏！,有问题求处理，进游戏让我更新，点了确定更新，跳到商店，显示让我打开游戏！,1
4167,5.0,自走棋类当之无愧的老大,从dota自走棋转过来的，手游比电脑端还是方便多了，尤其等级匹配系统完善了。种族技能羁绊都是一样的，方便上手，Q版的形象玩一段时间也可以熟悉。游戏稳定性方面做得还可以，直接卡出对局的情况遇到过一次，能再加强到完美体验就更好了。,自走棋类当之无愧的老大，从dota自走棋转过来的，手游比电脑端还是方便多了，尤其等级匹配系统完善了。种族技能羁绊都是一样的，方便上手，Q版的形象玩一段时间也可以熟悉。游戏稳定性方面做得还可以，直接卡出对局的情况遇到过一次，能再加强到完美体验就更好了。,1
4168,1.0,这是什么破游戏。早上系统更新。 更新点进去显示更新最新版本才能玩。点更新有现实是最新版本,要么显示不能玩。要么让更新。 这什么意思,这是什么破游戏。早上系统更新。 更新点进去显示更新最新版本才能玩。点更新有现实是最新版本，要么显示不能玩。要么让更新。 这什么意思,0
4171,5.0,增加巫师,从刀2来的，感觉少了巫师，神法体系成型比较快，地精流d不到工程师就太弱了，增加那两个巫师感觉平衡一些,增加巫师，从刀2来的，感觉少了巫师，神法体系成型比较快，地精流d不到工程师就太弱了，增加那两个巫师感觉平衡一些,1
4173,5.0,萌新几点建议,"1闪退问题。一般玩一两局还行。但连续玩几局就开始出现闪退现象。百度了解可能手机配置问题。但还是希望能优化。不然确实有点烦。
2游戏时常。玩一局太久了。排位就算了。休闲模式也是如此。休闲模式本来就想随便玩玩娱乐下。但也要花费大量时间。建议休闲模式开局直接每人配置一套10人阵容。每次刷新只会出自己所选阵容英雄。这样节奏快。也能更好的熟悉游戏各个英雄之间配合和职业相克的情况。
以上。希望游戏越来越好。","萌新几点建议，1闪退问题。一般玩一两局还行。但连续玩几局就开始出现闪退现象。百度了解可能手机配置问题。但还是希望能优化。不然确实有点烦。
2游戏时常。玩一局太久了。排位就算了。休闲模式也是如此。休闲模式本来就想随便玩玩娱乐下。但也要花费大量时间。建议休闲模式开局直接每人配置一套10人阵容。每次刷新只会出自己所选阵容英雄。这样节奏快。也能更好的熟悉游戏各个英雄之间配合和职业相克的情况。
以上。希望游戏越来越好。",1
4175,5.0,加油,加油 虽然游戏存在不足 但是你们的态度是我给你们五星的原因 不用在意喷子们 坚持做好自己的,加油，加油 虽然游戏存在不足 但是你们的态度是我给你们五星的原因 不用在意喷子们 坚持做好自己的,1
4176,1.0,更新不了,提示更新但是过来app store又是直接打开，没办法更新，什么鬼,更新不了，提示更新但是过来app store又是直接打开，没办法更新，什么鬼,0
4179,5.0,致恶意评分的黑子们,游戏其实很不错，和pc版比除了形象不一样没有其他区别，毕竟就是一个公司出的。很多人因为抽不到牌打低分我真是不了解，不过想想估计大多是竞争对手派来的也就释然。其实很多设置比pc版更加人性化，很方便。可能伤害和防御算法上还要继续平衡，很有可玩性。,致恶意评分的黑子们，游戏其实很不错，和pc版比除了形象不一样没有其他区别，毕竟就是一个公司出的。很多人因为抽不到牌打低分我真是不了解，不过想想估计大多是竞争对手派来的也就释然。其实很多设置比pc版更加人性化，很方便。可能伤害和防御算法上还要继续平衡，很有可玩性。,1
4181,5.0,建议可以组队排位,无论什么模式都可以组队游戏，才能增加朋友之间交流,建议可以组队排位，无论什么模式都可以组队游戏，才能增加朋友之间交流,1
4182,5.0,啥时候和端游一样可以双排呀,啥时候和端游一样可以双排呀 我觉得双排特有意思,啥时候和端游一样可以双排呀，啥时候和端游一样可以双排呀 我觉得双排特有意思,1
4184,3.0,能不能不网络波动,玩一下动不动就卡了，不管是无线还是4g都试了，还是卡，网络游戏不就是联网的吗，网络问题不是第一要素吗，为什么老是处理不好，玩的人真的心情不好，本来准备就30s，你卡一下什么都没了,能不能不网络波动，玩一下动不动就卡了，不管是无线还是4g都试了，还是卡，网络游戏不就是联网的吗，网络问题不是第一要素吗，为什么老是处理不好，玩的人真的心情不好，本来准备就30s，你卡一下什么都没了,0
4185,1.0,闪退太严重,更新后闪退更严重了，尤其是后期，再不优化不得不退坑了,闪退太严重，更新后闪退更严重了，尤其是后期，再不优化不得不退坑了,0
4188,1.0,怎么更新？,进游戏提示需要更新，点了是更新不了，app里面也没有更新，玩了两天就不能玩了,怎么更新？，进游戏提示需要更新，点了是更新不了，app里面也没有更新，玩了两天就不能玩了,0
4189,1.0,收费钱请先做好游戏,看到评论说没版号不能盈利，那之前出的购买内测资格，代替抽奖不算盈利咯？,收费钱请先做好游戏，看到评论说没版号不能盈利，那之前出的购买内测资格，代替抽奖不算盈利咯？,0
4190,5.0,啥也不说，多多我挺你,画风不错，优点不多说，不太喜欢的一点就是对战中只看英雄头像不认识哪个是哪个，还是建议优化一下,啥也不说，多多我挺你，画风不错，优点不多说，不太喜欢的一点就是对战中只看英雄头像不认识哪个是哪个，还是建议优化一下,1
4192,2.0,更新都更新不了？,Wifi更新一遍4g更新一遍 进游戏还让我更新？从赤潮转过来 组队只能进休闲模式 梦境模式还不是天天有 服了 2星送给你,更新都更新不了？，Wifi更新一遍4g更新一遍 进游戏还让我更新？从赤潮转过来 组队只能进休闲模式 梦境模式还不是天天有 服了 2星送给你,0
4193,5.0,真心希望多多自走棋越来越好,"我是从ios内测就开始玩的老玩家，目前排位堡垒6；前前后后玩了大概240多吧。
就6月28日的跟新我是感觉非常失望的!
1:现在游戏的界面显得异常的杂乱无章，相对于老版本的简洁感觉，现在可能是为了迎合一些新手玩家把星标种族全部搞上去了对于我们这一批老玩家来说看的非常难受！（你至少设计一个画面设置呀！）
2最新的神族buff是不是有点太强了！（你们能不能自己去玩玩在跟新！别瞎乱搞、原来好好的现在越玩越烦）","真心希望多多自走棋越来越好，我是从ios内测就开始玩的老玩家，目前排位堡垒6；前前后后玩了大概240多吧。
就6月28日的跟新我是感觉非常失望的!
1:现在游戏的界面显得异常的杂乱无章，相对于老版本的简洁感觉，现在可能是为了迎合一些新手玩家把星标种族全部搞上去了对于我们这一批老玩家来说看的非常难受！（你至少设计一个画面设置呀！）
2最新的神族buff是不是有点太强了！（你们能不能自己去玩玩在跟新！别瞎乱搞、原来好好的现在越玩越烦）",1
4195,1.0,为什么更新后打不开？,玩了两个礼拜，今天打开游戏提示更新，更新完打开游戏继续提示更新。更新了四五遍还是打不开，果断卸载。,为什么更新后打不开？，玩了两个礼拜，今天打开游戏提示更新，更新完打开游戏继续提示更新。更新了四五遍还是打不开，果断卸载。,0
4196,5.0,我把其他游戏都卸载了,之前看同事在玩，感觉很没意思，然后等我下了一个来完之后就停不下来了……完全停不下来……套路太多了，看了好多攻略，稍微熟悉了一下，乐趣太多，挺好玩，希望增加苹果和安卓的互通，我加我安卓的同事一起玩都玩不了,我把其他游戏都卸载了，之前看同事在玩，感觉很没意思，然后等我下了一个来完之后就停不下来了……完全停不下来……套路太多了，看了好多攻略，稍微熟悉了一下，乐趣太多，挺好玩，希望增加苹果和安卓的互通，我加我安卓的同事一起玩都玩不了,1
4197,5.0,刷腻嫲赤潮呢,一堆人在多多下面刷赤潮，不管那游戏好不好，你们乱刷的就很恶心，祝福你们出门被卡车碾到祖坟，体验目前多多比较好，说实在的。,刷腻嫲赤潮呢，一堆人在多多下面刷赤潮，不管那游戏好不好，你们乱刷的就很恶心，祝福你们出门被卡车碾到祖坟，体验目前多多比较好，说实在的。,1
4198,1.0,看脸的游戏,玩地精、神法，10级搜破产都不来炸弹人、宙斯。看看别的8级就白嫖一个 炸弹人宙斯。我带你们打。一星都给多了。,看脸的游戏，玩地精、神法，10级搜破产都不来炸弹人、宙斯。看看别的8级就白嫖一个 炸弹人宙斯。我带你们打。一星都给多了。,0
4199,3.0,棋子平衡度,棋子的平衡度还有很多的提升空间，现阶段神和龙骑太多强势，其他阵容真的是弟弟，兽人法，6刺，真心是弟弟,棋子平衡度，棋子的平衡度还有很多的提升空间，现阶段神和龙骑太多强势，其他阵容真的是弟弟，兽人法，6刺，真心是弟弟,0
4203,4.0,装备优化一下吧,这个里面的装备合成太有问题了，前期基本都是垃圾装备不说，你让合成是平滑下啊，高等级的装备基本到后期刷黑龙一定几率给，前期看不到，射手吃被动的没有装备还怎么玩，有些时候为了吃利息卖血，后期阵容有了，没装备还是死，给阵容关系都没多大关系了！研发兄弟上点心,装备优化一下吧，这个里面的装备合成太有问题了，前期基本都是垃圾装备不说，你让合成是平滑下啊，高等级的装备基本到后期刷黑龙一定几率给，前期看不到，射手吃被动的没有装备还怎么玩，有些时候为了吃利息卖血，后期阵容有了，没装备还是死，给阵容关系都没多大关系了！研发兄弟上点心,1
4204,1.0,闪退！！！！！再连接就看不到棋子了只能看到动画,闪退！！！！！！闪退！！！！！！！ 连接完了就看不到棋子 就能看到对战动画,闪退！！！！！再连接就看不到棋子了只能看到动画，闪退！！！！！！闪退！！！！！！！ 连接完了就看不到棋子 就能看到对战动画,0
4205,5.0,良心游戏,"一开始下载完这个游戏放着估计有一个月没动过，后来无聊点开发现居然是龙渊的做的，那必然是良心游戏了(｡･ω･｡)
       玩的时候果然，玩法很丰富，各种流派也很平衡
（说起来本来还想氪金支持一下，结果找半天没找到充值界面┬─┬﻿ ノ( ゜-゜ノ)","良心游戏，一开始下载完这个游戏放着估计有一个月没动过，后来无聊点开发现居然是龙渊的做的，那必然是良心游戏了(｡･ω･｡)
       玩的时候果然，玩法很丰富，各种流派也很平衡
（说起来本来还想氪金支持一下，结果找半天没找到充值界面┬─┬﻿ ノ( ゜-゜ノ)",1
4206,1.0,更新不了，卸载之后也没法重装,电脑玩了自走棋觉得很有意思，过来玩手机版的，刚玩了一天，自动更新更新不了，卸载重装也不行，真的影响游戏体验，更新没做好就不要更新，垃圾,更新不了，卸载之后也没法重装，电脑玩了自走棋觉得很有意思，过来玩手机版的，刚玩了一天，自动更新更新不了，卸载重装也不行，真的影响游戏体验，更新没做好就不要更新，垃圾,0
4207,5.0,闪退,不知道为啥。我苹果6p老闪退 有没好的解决办法。玩还是很好玩的,闪退，不知道为啥。我苹果6p老闪退 有没好的解决办法。玩还是很好玩的,1
4210,5.0,美中不足,游戏很好，但能不能把游戏改一下，我们苹果配制低有闪退您能不能在优化一下，我身边的朋友很想玩可由于手机而玩不了，拜托，多谢了！,美中不足，游戏很好，但能不能把游戏改一下，我们苹果配制低有闪退您能不能在优化一下，我身边的朋友很想玩可由于手机而玩不了，拜托，多谢了！,1
4211,4.0,支持正版，支持原创,我从dota2转过来的，画风什么的我就不多吐槽了，如果能多来点皮肤让我更炫酷我还是很愿意消费的，但是我想说两点让我体验很差，第一就是网络不稳定，很不稳定，排位赛的时候老卡，甚至还有卡掉的情况，这个我想但凡一个正常玩家都是不可忍受，如果不是自走棋我应该早就删了游戏了，第二点就是能不能多上线点东西，我要消费消费消费，让我把一些比较丑的模型装饰一下，不然看起来很low,支持正版，支持原创，我从dota2转过来的，画风什么的我就不多吐槽了，如果能多来点皮肤让我更炫酷我还是很愿意消费的，但是我想说两点让我体验很差，第一就是网络不稳定，很不稳定，排位赛的时候老卡，甚至还有卡掉的情况，这个我想但凡一个正常玩家都是不可忍受，如果不是自走棋我应该早就删了游戏了，第二点就是能不能多上线点东西，我要消费消费消费，让我把一些比较丑的模型装饰一下，不然看起来很low,1
4212,4.0,游戏体验,希望能够追加排位组队，增加大家一起娱乐的方式。并将棋子模型3星进行优化，费尽心思到3星毫无外形变化。,游戏体验，希望能够追加排位组队，增加大家一起娱乐的方式。并将棋子模型3星进行优化，费尽心思到3星毫无外形变化。,1
4214,5.0,赶紧整治外挂行不？,八个人.四个五三星以上？？连着四把都差不多？？我玩个jier？？出个举报选项可以不？？,赶紧整治外挂行不？，八个人.四个五三星以上？？连着四把都差不多？？我玩个jier？？出个举报选项可以不？？,1
4215,5.0,流浪剑客什么时候出？,同步优化游廊的自走棋咯，流浪剑客什么时候出啊？,流浪剑客什么时候出？，同步优化游廊的自走棋咯，流浪剑客什么时候出啊？,1
4216,5.0,超级喜欢,一款只要看脸加稍微动脑的一款没有充值口的游戏，厉害不,超级喜欢，一款只要看脸加稍微动脑的一款没有充值口的游戏，厉害不,1
4217,5.0,更新能不能用补丁形式更新,每次更新都要重新下载，很麻烦，还会出现下载的bug。,更新能不能用补丁形式更新，每次更新都要重新下载，很麻烦，还会出现下载的bug。,1
4218,5.0,？？no more English？！,pllllzzzzzz！English  ㅠㅠ,？？no more English？！，pllllzzzzzz！English  ㅠㅠ,1
4220,5.0,第一次玩这种类型的游戏,说真的刚开始玩也就玩个一两吧，后面怎么感觉这游戏越玩越上瘾，可能是对新游戏模式的好奇心理。,第一次玩这种类型的游戏，说真的刚开始玩也就玩个一两吧，后面怎么感觉这游戏越玩越上瘾，可能是对新游戏模式的好奇心理。,1
4221,2.0,经常崩溃,i6p，玩得越久越容易崩溃掉，重进入的体验也不好，而且还看不见模型，导致没法继续。,经常崩溃，i6p，玩得越久越容易崩溃掉，重进入的体验也不好，而且还看不见模型，导致没法继续。,0
4222,1.0,提示更新，更新了好几次还是要更新,流量都浪费好多，还有内存直接少了,提示更新，更新了好几次还是要更新，流量都浪费好多，还有内存直接少了,0
4223,4.0,手游的萨满真的不削弱一下吗？,萨满真的太影响平衡了，简直比5费棋都强，后期有个二星萨满神法龙骑都打不过,手游的萨满真的不削弱一下吗？，萨满真的太影响平衡了，简直比5费棋都强，后期有个二星萨满神法龙骑都打不过,1
4224,5.0,良心好游戏，评分太假。,身为一个游戏蝗虫，所有手游三天热度的我，对这款游戏真的感到惊讶，从内测到现在几个月了，依然兴趣满满。从不给别的游戏写评论。但是看评分太低了，应该表明一下自己对于这个游戏的热爱。这游戏至少4.5分以上。,良心好游戏，评分太假。，身为一个游戏蝗虫，所有手游三天热度的我，对这款游戏真的感到惊讶，从内测到现在几个月了，依然兴趣满满。从不给别的游戏写评论。但是看评分太低了，应该表明一下自己对于这个游戏的热爱。这游戏至少4.5分以上。,1
4225,4.0,为什么apple store更新不了,是软件的问题，还是苹果的问题,为什么apple store更新不了，是软件的问题，还是苹果的问题,1
4226,5.0,游戏建议,游戏做的不错，很好玩，玩法多样。希望增加阵容搭配模拟器,游戏建议，游戏做的不错，很好玩，玩法多样。希望增加阵容搭配模拟器,1
4227,5.0,有一点小问题,我是玩游廊自走棋后来玩手游的。手游给我的感觉还不错。整体来说和游廊自走棋的可玩性差不多。个人还是很喜欢的。就是有一个小问题。我的手机玩自走棋开wifi就会卡。用流量就不会。是只有我自己这样吗？是我的问题吗？最后希望多多自走棋越来越好吧。早日和游廊自走棋同步更新。毕竟我可是高等恶魔,有一点小问题，我是玩游廊自走棋后来玩手游的。手游给我的感觉还不错。整体来说和游廊自走棋的可玩性差不多。个人还是很喜欢的。就是有一个小问题。我的手机玩自走棋开wifi就会卡。用流量就不会。是只有我自己这样吗？是我的问题吗？最后希望多多自走棋越来越好吧。早日和游廊自走棋同步更新。毕竟我可是高等恶魔,1
4228,5.0,游戏体验很好，但是更新问题头大,这款游戏很良心，玩起来效果不错，但是有个问题，就是每次维护后更新，跳到App store后无法显示更新，都需要去卸载游戏再重新下载，这个很头大,游戏体验很好，但是更新问题头大，这款游戏很良心，玩起来效果不错，但是有个问题，就是每次维护后更新，跳到App store后无法显示更新，都需要去卸载游戏再重新下载，这个很头大,1
4231,5.0,闪退后重连出现白雾什么都看不见,闪退重连出现一直卡在白色迷雾什么都看不见，就是正常玩的时候切换观察别的玩家那样的一团白雾，啥都看不见，啥都看不见，啥都看不见，闪退，闪退，闪退，经测试ipad5，iPhone 6，iPhone6P，以及2G运存的6Sp全部闪退，ip6/p和ipad5只有1G运存，但别的中小型游戏就不闪退，所以说还是优化问题,闪退后重连出现白雾什么都看不见，闪退重连出现一直卡在白色迷雾什么都看不见，就是正常玩的时候切换观察别的玩家那样的一团白雾，啥都看不见，啥都看不见，啥都看不见，闪退，闪退，闪退，经测试ipad5，iPhone 6，iPhone6P，以及2G运存的6Sp全部闪退，ip6/p和ipad5只有1G运存，但别的中小型游戏就不闪退，所以说还是优化问题,1
4234,1.0,就问外挂怎么解决？,淘宝外挂，已有棋子概率提升，5星棋子概率提升，还可以自选2-4种种族，装备掉落概率提升。这些你们怎么解决？老老实实玩的玩家被吊打，各种神仙打架。,就问外挂怎么解决？，淘宝外挂，已有棋子概率提升，5星棋子概率提升，还可以自选2-4种种族，装备掉落概率提升。这些你们怎么解决？老老实实玩的玩家被吊打，各种神仙打架。,0
4235,5.0,支持一下吧，心要宽,我觉得，多支持巨鸟吧，也不容易，以前在pc端寄人篱下，服务器不更新，不优化，也不能全怪巨鸟，毕竟出了名的放假社,支持一下吧，心要宽，我觉得，多支持巨鸟吧，也不容易，以前在pc端寄人篱下，服务器不更新，不优化，也不能全怪巨鸟，毕竟出了名的放假社,1
4237,3.0,还可以，需改进,运气因素太大，卡池还是共有的，欧神护体可以一路碾压，一局游戏时间稍长，不适合碎片时间利用，装备有几率掉落也是个坑,还可以，需改进，运气因素太大，卡池还是共有的，欧神护体可以一路碾压，一局游戏时间稍长，不适合碎片时间利用，装备有几率掉落也是个坑,0
4240,1.0,来自风行妹子的怨念,"为什么给一星？？？
因为多多把我最爱的奥雷莉亚风行者妹子变成了一只鸟！！！
所以游戏是个好游戏，但是只给一星。。。
风行者不改模型，我不改评论。
接受来自奥雷莉亚的怨念吧！","来自风行妹子的怨念，为什么给一星？？？
因为多多把我最爱的奥雷莉亚风行者妹子变成了一只鸟！！！
所以游戏是个好游戏，但是只给一星。。。
风行者不改模型，我不改评论。
接受来自奥雷莉亚的怨念吧！",0
4241,5.0,No English after last update.,Give us English language option back please.,No English after last update.，Give us English language option back please.,1
4243,4.0,看到那些评论我想笑,首先就这个游戏，不用氪金，公平竞技，挺良心。看到那些评论，什么对新手不友好，我也是新手，你不会玩那是纯粹智商问题，还有什么连了无线不能玩，你确定不是你家网问题？那些评论老是不出自己想要的，全出自己要的，还玩什么，重在多变，按你逻辑，开始就选好整容然后比哪个阵容厉害不就完了？那样有意思？四星给阵容强弱差距挺大，龙骑基本只要不碰纯aoe基本无敌，其他一些阵容，前期挺猛要想吃鸡，基本没戏。关于阵容强度，有望改善，毕竟这种棋牌类还是运气很大一部分，一般难凑齐的阵容肯定强些，容易凑齐的阵容也就玩个前中期，要等后到后期，只要不是运气太差，难度阵容也凑齐了，哪怕到时候你100血，别人1血，没办法，你就是打不过了。,看到那些评论我想笑，首先就这个游戏，不用氪金，公平竞技，挺良心。看到那些评论，什么对新手不友好，我也是新手，你不会玩那是纯粹智商问题，还有什么连了无线不能玩，你确定不是你家网问题？那些评论老是不出自己想要的，全出自己要的，还玩什么，重在多变，按你逻辑，开始就选好整容然后比哪个阵容厉害不就完了？那样有意思？四星给阵容强弱差距挺大，龙骑基本只要不碰纯aoe基本无敌，其他一些阵容，前期挺猛要想吃鸡，基本没戏。关于阵容强度，有望改善，毕竟这种棋牌类还是运气很大一部分，一般难凑齐的阵容肯定强些，容易凑齐的阵容也就玩个前中期，要等后到后期，只要不是运气太差，难度阵容也凑齐了，哪怕到时候你100血，别人1血，没办法，你就是打不过了。,1
4244,4.0,从此多了一款游戏感谢！,本人王者迷 至今手游只有王者、现在多了一款游戏多多自走棋！希望这款游戏越来越好！,从此多了一款游戏感谢！，本人王者迷 至今手游只有王者、现在多了一款游戏多多自走棋！希望这款游戏越来越好！,1
4245,4.0,没有更新选项？,游戏是好游戏  活动太少了 还有  小精灵更新的版本我这没有更新这个选项,没有更新选项？，游戏是好游戏  活动太少了 还有  小精灵更新的版本我这没有更新这个选项,1
4246,1.0,游戏进不去,进去就是显示要更新，app界面没有显示更新，游戏进不去,游戏进不去，进去就是显示要更新，app界面没有显示更新，游戏进不去,0
4247,1.0,为什么一更新就出问题,游戏一更新 游戏里也无法自动更新 点到app里 也不提示更新 怎么玩啊,为什么一更新就出问题，游戏一更新 游戏里也无法自动更新 点到app里 也不提示更新 怎么玩啊,0
4250,1.0,神奇,我刚下的最新版的，进游戏又提示我要更新最新版？？？ 我一进商城哪来的更新版给我更新？,神奇，我刚下的最新版的，进游戏又提示我要更新最新版？？？ 我一进商城哪来的更新版给我更新？,0
4251,5.0,很棒的休闲游戏。,很棒的游戏，不过iPhone更新太晚了。不更新没办法玩了。希望iPhone app能够尽快提供更新数据。,很棒的休闲游戏。，很棒的游戏，不过iPhone更新太晚了。不更新没办法玩了。希望iPhone app能够尽快提供更新数据。,1
4252,1.0,玩的难受死了,游戏总是闪退，特别是跟神法打得时候，一开打就闪退，现在玩神法的人还那么多。打一回合就要重连一次，真是痛苦。不过游戏玩着还可以，不然早就弃坑了。,玩的难受死了，游戏总是闪退，特别是跟神法打得时候，一开打就闪退，现在玩神法的人还那么多。打一回合就要重连一次，真是痛苦。不过游戏玩着还可以，不然早就弃坑了。,0
4255,1.0,怎么更新,为什么叫我更新  我更新不了   什么原因     进游戏进不了非要我更新 但是现在又更新不了   能解决一下嘛,怎么更新，为什么叫我更新  我更新不了   什么原因     进游戏进不了非要我更新 但是现在又更新不了   能解决一下嘛,0
